Id,y
10000,-65.99698894990368
10001,451.41217722370436
10002,-461.67108397378166
10003,40.507083502815675
10004,-126.73948541229947
10005,-342.5294372949819
10006,-396.5502368032979
10007,335.54691567044165
10008,-99.50699545434978
10009,304.8181194097588
10010,68.90011658582748
10011,412.3742683209416
10012,54.94773290715011
10013,-17.000041967629514
10014,-597.8453225027655
10015,443.5078932948269
10016,144.77963528939523
10017,-57.40601053096826
10018,134.39322535802376
10019,-108.97827625455766
10020,153.83000716792364
10021,611.7419030472
10022,588.3953143115198
10023,-131.01138902020006
10024,-61.13034552903365
10025,-374.24338289236414
10026,74.1633793275539
10027,137.4439364869529
10028,420.09222300665414
10029,196.77114393506798
10030,268.44807959865506
10031,638.480581695213
10032,127.38409439952952
10033,1.3543801895215495
10034,22.71567187482252
10035,342.2452415224177
10036,307.709471823411
10037,348.144163858227
10038,-168.64772752541887
10039,-20.215764798578583
10040,-551.7446619460793
10041,-429.9667799941992
10042,261.8973113155886
10043,389.8260244405619
10044,-96.16038271696735
10045,-210.70545505815917
10046,278.88749456418714
10047,-427.44811818461926
10048,-172.89816644717766
10049,467.2695635904978
10050,-631.5535722588749
10051,-355.52667078307223
10052,143.17871286779896
10053,69.20468822988647
10054,275.59376329125786
10055,-263.1831685634066
10056,167.50357580270037
10057,104.58323971532619
10058,230.07570358131238
10059,20.99357713098125
10060,-4.816811214363142
10061,-201.91772062762715
10062,560.0695880681367
10063,55.293998319321304
10064,671.3075538777096
10065,-493.7437079622622
10066,-279.34765158970873
10067,-53.707151640182815
10068,379.70404896041396
10069,315.07709591133744
10070,169.13540585378954
10071,-271.59390440078704
10072,783.808141173279
10073,44.58275903389111
10074,57.412034486627604
10075,-161.07324075031735
10076,-220.6641572143044
10077,223.24681372924834
10078,352.6713897694208
10079,13.168729856089442
10080,-461.9886938436938
10081,305.3777778992631
10082,-230.5913201041849
10083,359.0799755498782
10084,-430.2553790790696
10085,-115.54372864568666
10086,-88.95450237106785
10087,-488.2853035035962
10088,-139.34452211878542
10089,57.34415652417766
10090,-190.3306968852105
10091,-6.502649009840219
10092,189.29686605151053
10093,346.60931523664823
10094,871.6331165531856
10095,-147.00834992005042
10096,443.49541586333333
10097,-30.49326267683939
10098,185.46854257280995
10099,-119.91177628220373
10100,43.580915196040635
10101,58.3237966783624
10102,-197.14690943340457
10103,-70.46599131373098
10104,-342.840952939824
10105,-29.228287561313675
10106,49.52811575441237
10107,-16.240842771948763
10108,33.78027661994571
10109,-68.87778291655216
10110,25.86878215659894
10111,-617.3096981313017
10112,-185.89882220600833
10113,323.78879863775666
10114,-35.65692475898631
10115,-733.5249471012337
10116,-240.7330904187395
10117,-381.96774010700545
10118,75.32525368242598
10119,36.61531430751104
10120,-28.75115233147534
10121,-481.15549462594043
10122,408.85579544739335
10123,-765.0169890756694
10124,178.07823419380742
10125,-7.644147116121289
10126,134.80261602421547
10127,-477.45329935014297
10128,-248.70108017264755
10129,-361.87982936639077
10130,-18.749917656467588
10131,7.80118148302186
