Id,y
10000,-66.00242349022983
10001,451.40650440115655
10002,-461.6764170602964
10003,40.50120875372485
10004,-126.74472245403533
10005,-342.53455181924846
10006,-396.5555421135862
10007,335.5412790790896
10008,-99.5124208706215
10009,304.8125398062778
10010,68.89453048978743
10011,412.36919545590865
10012,54.94237102476984
10013,-17.005550754778113
10014,-597.8499575722592
10015,443.5022887864162
10016,144.7744869780454
10017,-57.41116367253433
10018,134.38782757746225
10019,-108.98377598910638
10020,153.82482842506943
10021,611.7359836022036
10022,588.3896503384233
10023,-131.01679995801769
10024,-61.13562114122686
10025,-374.24849531696975
10026,74.15799307965591
10027,137.43837873610585
10028,420.08661179679297
10029,196.76562571344493
10030,268.44284980053334
10031,638.4749102511104
10032,127.37873138692089
10033,1.3491187584020707
10034,22.710453177409654
10035,342.23953452256563
10036,307.70396697417385
10037,348.138208700942
10038,-168.65286130735146
10039,-20.2211309046152
10040,-551.7499275731094
10041,-429.97180406673857
10042,261.8919587067455
10043,389.8204261292233
10044,-96.16562227356353
10045,-210.71080125632258
10046,278.88186878401393
10047,-427.4533010310463
10048,-172.9032529175656
10049,467.2643783557868
10050,-631.5587355874368
10051,-355.5316593381751
10052,143.17327553860522
10053,69.19920259894361
10054,275.58827397672724
10055,-263.18861220410054
10056,167.49830723241405
10057,104.57789589014472
10058,230.0700866100768
10059,20.988026644578184
10060,-4.822581262499767
10061,-201.9229408106354
10062,560.063926565771
10063,55.28847625245003
10064,671.301574691836
10065,-493.74873828522607
10066,-279.35303673259
10067,-53.712527613145014
10068,379.6981955009768
10069,315.07141085798355
10070,169.1300173261447
10071,-271.59930326900934
10072,783.8022226750356
10073,44.577311515550335
10074,57.40678005457981
10075,-161.07827414306607
10076,-220.66957847885487
10077,223.24129442929376
10078,352.6655955437562
10079,13.163291366267572
10080,-461.9941469857282
10081,305.37214669142566
10082,-230.59656173860938
10083,359.0744432425457
10084,-430.2605633759198
10085,-115.54882205546066
10086,-88.96006387867223
10087,-488.2901898080391
10088,-139.35033854713362
10089,57.33880810852873
10090,-190.33624272166267
10091,-6.508092914821667
10092,189.29107774701987
10093,346.60367818565743
10094,871.6273206485914
10095,-147.0135373865368
10096,443.48993777943133
10097,-30.49843297443517
10098,185.463457534461
10099,-119.9171715173251
10100,43.575238001808884
10101,58.318571552245785
10102,-197.15246829839595
10103,-70.47160678841057
10104,-342.8460532886659
10105,-29.233589873715058
10106,49.522929296105275
10107,-16.246144137911045
10108,33.77506926160868
10109,-68.88307748323997
10110,25.863399493699077
10111,-617.3142842716927
10112,-185.90441301194699
10113,323.78310610938814
10114,-35.66219572212613
10115,-733.5297711613805
10116,-240.7385626473588
10117,-381.97314662424657
10118,75.31994462169742
10119,36.61032645911999
10120,-28.756270225021094
10121,-481.1606279685857
10122,408.85023042299076
10123,-765.0217471991607
10124,178.07269651637276
10125,-7.649879385671738
10126,134.79684623376093
10127,-477.45851421286795
10128,-248.70625301323378
10129,-361.8846572238619
10130,-18.755611748552923
10131,7.795604374436252
10132,-109.10598972538219
10133,-63.07374524219287
10134,591.8231837349172
10135,259.61263369663016
10136,-279.8658320087652
10137,93.22535940052023
10138,-427.28731541913317
10139,84.38656633090085
10140,-311.5446306441533
10141,11.4192686125634
10142,-297.83146842358303
10143,-331.92897096864186
10144,656.0132305257322
10145,-476.66268136505175
10146,361.19404513377583
10147,-150.18526861192086
10148,299.9467190243266
10149,-191.72143219270566
10150,151.94999511612195
10151,-64.67275781576217
10152,351.2448616306353
10153,-370.63644575626955
10154,349.22498178611204
10155,273.5246096168037
10156,783.197184319689
10157,-124.23788973573721
10158,-155.2200443299062
10159,-506.955649386408
10160,201.69321238561704
10161,-415.17405715963383
10162,-348.16510516956293
10163,-201.9522410868075
10164,-658.9504470533342
10165,179.34640168171714
10166,124.06925816168862
10167,-209.15025355201536
10168,213.70513477400743
10169,-82.11721023808747
10170,-97.11026989726693
10171,124.26800574648217
10172,50.28991565714477
10173,538.7439592813383
10174,630.0175345543383
10175,217.25927782654614
10176,-491.73374132670517
10177,-131.14175113883022
10178,362.39302241729683
10179,-14.363038055406776
10180,-30.261757361674427
10181,-107.32358076729653
10182,-334.0625929296697
10183,299.5063996464346
10184,-103.47221484505128
10185,179.82049946719576
10186,122.20070887900866
10187,86.58037161690885
10188,386.4825605669936
10189,-613.3611745045808
10190,-269.81638738346066
10191,260.73145126228746
10192,-44.62016128042549
10193,-159.15717576416614
10194,-145.24559879357292
10195,447.2282148760024
10196,476.3569859695968
10197,121.79421345327472
10198,-1.535679056105181
10199,410.7440965387824
10200,90.82809979964884
10201,150.0733695684533
10202,24.033652961548185
10203,273.8866340536313
10204,-154.52926038024935
10205,42.588901507068435
10206,617.3417063168577
10207,38.93936076143146
10208,-91.43610119490202
10209,225.35327477391294
10210,151.05827577085887
10211,-86.91664773645762
10212,-101.71788958007035
10213,161.937765026057
10214,357.8704141035471
10215,32.14597818655551
10216,-379.14539920028926
10217,-165.9421322236698
10218,257.4539216945428
10219,-124.83850779183942
10220,47.08451472299397
10221,-67.05065138980049
10222,287.17334413416535
10223,836.267427770163
10224,-78.73329260205426
10225,-293.009229152192
10226,284.91632646225736
10227,377.9514320082289
10228,-473.94261958971964
10229,-538.8094549766018
10230,-372.9047504031849
10231,-83.37700889968576
10232,157.462059519115
10233,167.50291456151265
10234,-105.69040574319506
10235,561.1616879176297
10236,-149.35531895746666
10237,196.96680512352432
10238,-33.81991172757829
10239,5.199419882339072
10240,-121.70842296063071
10241,53.47357981737957
10242,531.2918938411251
10243,-157.60262258937405
10244,-183.7719623926106
10245,643.8322464256639
10246,17.78030601013141
10247,-92.07939719460092
10248,485.4931646050762
10249,-221.23657860793725
10250,490.60650504846245
10251,-43.67715915424812
10252,139.9332298711782
10253,207.50447442761242
10254,17.092647024361654
10255,-396.47203316052605
10256,-168.30166761528963
10257,-75.59324100124275
10258,-292.07350780076786
10259,-59.37366534663104
10260,247.3690470643858
10261,206.83112758185695
10262,17.46246446408196
10263,-181.81148500656818
10264,300.17615094548734
10265,-567.638724795587
10266,311.593272852637
10267,-9.929511835490416
10268,161.40782304548
10269,272.38559922972536
10270,55.12245741942728
10271,-15.27826741219597
10272,286.4023019429046
10273,387.88861194347584
10274,-148.57888863638323
10275,171.95235244839841
10276,-411.5705922226771
10277,213.80253827075404
10278,133.93002437371968
10279,-99.01717750124033
10280,-162.41724224557967
10281,-39.07419011347665
10282,-295.1584521832372
10283,141.3248135435982
10284,163.05983005334755
10285,-55.45540146241541
10286,-145.74067609352025
10287,16.350462436356423
10288,-364.29855848282654
10289,558.6630187376738
10290,40.05066121901001
10291,67.63734504297187
10292,559.840084655468
10293,469.80694715741794
10294,-149.49980105452752
10295,-328.8227866996947
10296,425.771317046676
10297,85.50466241179679
10298,-166.91553705584735
10299,-662.2984070393467
10300,50.280391653005324
10301,-11.355718332959299
10302,-451.81126444952895
10303,78.67283313413284
10304,-386.8187999173543
10305,-273.2273830523693
10306,352.0150454400237
